CharacteristicName,ResultValue,ResultSampleFraction
Inorganic carbon,1570,Dissolved
Iron,0,Dissolved
Magnesium,0,Dissolved
Manganese,0,Dissolved
Nitrate,1,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,760,Dissolved
pH,8.26,
Potassium,0,Dissolved
Silica_reactive,0.137,Total
Sodium,0,"Filtered, field"
Soluble Reactive Phosphorus (SRP),7,"Filtered, field"
Sulfate,0,Dissolved
Total Nitrogen_mixed forms,390,Dissolved
Total Particulate Carbon,590,Suspended
Total Particulate Nitrogen,42,Non-Filterable (Particle)
Total Particulate Phosphorus,12,Non-Filterable (Particle)
Total Phosphorus_mixed forms,14,Dissolved
Total suspended solids,5,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Ammonia,20,"Filtered, field"
Calcium,0,Dissolved
Chloride,0,"Filtered, field"
Chlorophyll a,1.76,Total
Chlorophyll a,0.99,
Conductivity,171,Total
Inorganic carbon,1370,Dissolved
Iron,0,Dissolved
Magnesium,0,Dissolved
Manganese,0,Dissolved
Nitrate,1,"Filtered, field"
Nitrite,1,"Filtered, field"
Organic carbon,760,Dissolved
pH,8.26,
Potassium,0,Dissolved
Silica_reactive,0.261,Total
Sodium,0,"Filtered, field"
Soluble Reactive Phosphorus (SRP),11,"Filtered, field"
Sulfate,0,Dissolved
Total Nitrogen_mixed forms,395,Dissolved
Total Particulate Carbon,620,Suspended
Total Particulate Nitrogen,39,Non-Filterable (Particle)
Total Particulate Phosphorus,16,Non-Filterable (Particle)
Total Phosphorus_mixed forms,19,Dissolved
Total suspended solids,10,Non-Filterable (Particle)
Total suspended solids,5,Non-Filterable (Particle)
Alkalinity_total,0,Dissolved
Ammonia,10,"Filtered, field"
Calcium,0,Dissolved
Chloride,0,"Filtered, field"
Chlorophyll a,2.36,Total
Chlorophyll a,1.21,
Conductivity,169,Total
Inorganic carbon,1360,Dissolved
Iron,0,Dissolved
Magnesium,0,Dissolved
Manganese,0,Dissolved
Nitrate,1,"Filtered, field"
Nitrite,1,"Filtered, field"
Organic carbon,760,Dissolved
pH,8.19,
Potassium,0,Dissolved
Silica_reactive,0.255,Total
Sodium,0,"Filtered, field"
Soluble Reactive Phosphorus (SRP),10,"Filtered, field"
Sulfate,0,Dissolved
Total Nitrogen_mixed forms,390,Dissolved
Total Particulate Carbon,590,Suspended
Total Particulate Nitrogen,37,Non-Filterable (Particle)
Total Particulate Phosphorus,13,Non-Filterable (Particle)
Total Phosphorus_mixed forms,18,Dissolved
Total suspended solids,3,Non-Filterable (Particle)
Total suspended solids,7,Non-Filterable (Particle)
Alkalinity_total,3430,Dissolved
Ammonia,70,"Filtered, field"
Calcium,59.4,Dissolved
Chloride,19.22,"Filtered, field"
Chlorophyll a,15.88,Total
Chlorophyll a,11.03,
Conductivity,585,Total
Inorganic carbon,3680,Dissolved
Iron,0,Dissolved
Magnesium,25.3,Dissolved
Manganese,0,Dissolved
Nitrate,480,"Filtered, field"
Nitrite,20,"Filtered, field"
Organic carbon,1145,Dissolved
pH,8.26,
Potassium,6,Dissolved
Silica_reactive,5.97,Total
Silicon,5231,Suspended
Sodium,24.2,"Filtered, field"
Soluble Reactive Phosphorus (SRP),80,"Filtered, field"
Sulfate,77.29,Dissolved
Total Nitrogen_mixed forms,1295,Dissolved
Total Particulate Carbon,4110,Suspended
Total Particulate Nitrogen,384,Non-Filterable (Particle)
Total Particulate Phosphorus,,Non-Filterable (Particle)
Total Phosphorus_mixed forms,91,Dissolved
Total suspended solids,124,Non-Filterable (Particle)
Total suspended solids,105,Non-Filterable (Particle)
Alkalinity_total,2210,Dissolved
Ammonia,24,"Filtered, field"
Calcium,35,Dissolved
Chloride,10.81,"Filtered, field"
Chlorophyll a,18.72,Total
Chlorophyll a,10.24,
Conductivity,,Total
Inorganic carbon,2485,Dissolved
Iron,0,Dissolved
Magnesium,14.8,Dissolved
Manganese,0,Dissolved
Nitrate,179,"Filtered, field"
Nitrite,9,"Filtered, field"
Organic carbon,875,Dissolved
pH,,
Potassium,3.8,Dissolved
Silica_reactive,0.41,Total
Silicon,2722,Suspended
Sodium,16.2,"Filtered, field"
Soluble Reactive Phosphorus (SRP),47,"Filtered, field"
Sulfate,40.27,Dissolved
Total Nitrogen_mixed forms,670,Dissolved
Total Particulate Carbon,2120,Suspended
Total Particulate Nitrogen,265,Non-Filterable (Particle)
Total Particulate Phosphorus,,Non-Filterable (Particle)
Total Phosphorus_mixed forms,55,Dissolved
Total suspended solids,24,Non-Filterable (Particle)
Total suspended solids,33,Non-Filterable (Particle)
Alkalinity_total,2680,Dissolved
Ammonia,37,"Filtered, field"
Calcium,44.2,Dissolved
Chloride,15.08,"Filtered, field"
Chlorophyll a,22.74,Total
Chlorophyll a,13.26,
Conductivity,,Total
Inorganic carbon,2970,Dissolved
Iron,0,Dissolved
Magnesium,18.6,Dissolved
Manganese,0,Dissolved
Nitrate,420,"Filtered, field"
Nitrite,20,"Filtered, field"
Organic carbon,960,Dissolved
pH,,
Potassium,5.4,Dissolved
Silica_reactive,,Total
Silicon,2918,Suspended
Sodium,22.4,"Filtered, field"
Soluble Reactive Phosphorus (SRP),70,"Filtered, field"
Sulfate,57.03,Dissolved
Total Nitrogen_mixed forms,1030,Dissolved
Total Particulate Carbon,2190,Suspended
Total Particulate Nitrogen,268,Non-Filterable (Particle)
Total Particulate Phosphorus,,Non-Filterable (Particle)
Total Phosphorus_mixed forms,75,Dissolved
Total suspended solids,33,Non-Filterable (Particle)
Total suspended solids,24,Non-Filterable (Particle)
Alkalinity_total,1890,Dissolved
Ammonia,17,"Filtered, field"
Calcium,29.1,Dissolved
Chloride,9.11,"Filtered, field"
Chlorophyll a,3.83,Total
Chlorophyll a,2.36,
Conductivity,,Total
Inorganic carbon,2150,Dissolved
Iron,0,Dissolved
Magnesium,11.8,Dissolved
Manganese,0,Dissolved
Nitrate,28,"Filtered, field"
Nitrite,4,"Filtered, field"
Organic carbon,850,Dissolved
pH,,
Potassium,3.2,Dissolved
Silica_reactive,0.07,Total
Silicon,318,Suspended
Sodium,13.3,"Filtered, field"
Soluble Reactive Phosphorus (SRP),37,"Filtered, field"
Sulfate,29.06,Dissolved
Total Nitrogen_mixed forms,505,Dissolved
Total Particulate Carbon,830,Suspended
Total Particulate Nitrogen,117,Non-Filterable (Particle)
Total Particulate Phosphorus,,Non-Filterable (Particle)
Total Phosphorus_mixed forms,45,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,0,Non-Filterable (Particle)
Alkalinity_total,1920,Dissolved
Ammonia,15,"Filtered, field"
Calcium,29.3,Dissolved
Chloride,9.65,"Filtered, field"
Chlorophyll a,12.47,Total
Chlorophyll a,4.94,
Conductivity,301,Total
Inorganic carbon,2125,Dissolved
Iron,0,Dissolved
Magnesium,12,Dissolved
Manganese,0,Dissolved
Nitrate,93,"Filtered, field"
Nitrite,4,"Filtered, field"
Organic carbon,815,Dissolved
pH,8.31,
Potassium,3.2,Dissolved
Silica_reactive,0.4,Total
Silicon,1878,Suspended
Sodium,13.7,"Filtered, field"
Soluble Reactive Phosphorus (SRP),41,"Filtered, field"
Sulfate,28.65,Dissolved
Total Nitrogen_mixed forms,520,Dissolved
Total Particulate Carbon,1980,Suspended
Total Particulate Nitrogen,238,Non-Filterable (Particle)
Total Particulate Phosphorus,,Non-Filterable (Particle)
Total Phosphorus_mixed forms,48,Dissolved
Total suspended solids,16,Non-Filterable (Particle)
Total suspended solids,8,Non-Filterable (Particle)
Alkalinity_total,2020,Dissolved
Ammonia,15,"Filtered, field"
Calcium,32.2,Dissolved
Chloride,9.42,"Filtered, field"
Chlorophyll a,14.03,Total
Chlorophyll a,7.14,
Conductivity,,Total
Inorganic carbon,2095,Dissolved
Iron,0,Dissolved
Magnesium,13.2,Dissolved
Manganese,0,Dissolved
Nitrate,58,"Filtered, field"
Nitrite,3,"Filtered, field"
Organic carbon,945,Dissolved
pH,,
Potassium,3.5,Dissolved
Silica_reactive,0.28,Total
Silicon,1741,Suspended
Sodium,14.9,"Filtered, field"
Soluble Reactive Phosphorus (SRP),37,"Filtered, field"
Sulfate,33.36,Dissolved
Total Nitrogen_mixed forms,505,Dissolved
Total Particulate Carbon,1850,Suspended
Total Particulate Nitrogen,231,Non-Filterable (Particle)
Total Particulate Phosphorus,,Non-Filterable (Particle)
Total Phosphorus_mixed forms,52,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,17,Non-Filterable (Particle)
Alkalinity_total,1950,Dissolved
Ammonia,11,"Filtered, field"
Calcium,29.5,Dissolved
Chloride,9.18,"Filtered, field"
Chlorophyll a,6.78,Total
Chlorophyll a,3.47,
Conductivity,,Total
Inorganic carbon,1885,Dissolved
Iron,0,Dissolved
Magnesium,12.4,Dissolved
Manganese,0,Dissolved
Nitrate,19,"Filtered, field"
Nitrite,1,"Filtered, field"
Organic carbon,760,Dissolved
pH,,
Potassium,3.2,Dissolved
Silica_reactive,0.18,Total
Silicon,986,Suspended
Sodium,13.7,"Filtered, field"
Soluble Reactive Phosphorus (SRP),38,"Filtered, field"
Sulfate,29.26,Dissolved
Total Nitrogen_mixed forms,450,Dissolved
Total Particulate Carbon,1320,Suspended
Total Particulate Nitrogen,159,Non-Filterable (Particle)
Total Particulate Phosphorus,,Non-Filterable (Particle)
Total Phosphorus_mixed forms,46,Dissolved
Total suspended solids,11,Non-Filterable (Particle)
Total suspended solids,4,Non-Filterable (Particle)
Alkalinity_total,940,Dissolved
Ammonia,9,"Filtered, field"
Calcium,13.8,Dissolved
Chloride,1.44,"Filtered, field"
Chlorophyll a,8.59,Total
Chlorophyll a,5.18,
Conductivity,,Total
Inorganic carbon,895,Dissolved
Iron,0,Dissolved
Magnesium,4.1,Dissolved
Manganese,0,Dissolved
Nitrate,1,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,1035,Dissolved
pH,,
Potassium,1.04,Dissolved
Silica_reactive,0.47,Total
Silicon,1339,Suspended
Sodium,2.66,"Filtered, field"
Soluble Reactive Phosphorus (SRP),,"Filtered, field"
Sulfate,4.37,Dissolved
Total Nitrogen_mixed forms,450,Dissolved
Total Particulate Carbon,930,Suspended
Total Particulate Nitrogen,118,Non-Filterable (Particle)
Total Particulate Phosphorus,,Non-Filterable (Particle)
Total Phosphorus_mixed forms,6,Dissolved
Total suspended solids,15,Non-Filterable (Particle)
Total suspended solids,8,Non-Filterable (Particle)
Alkalinity_total,900,Dissolved
Ammonia,11,"Filtered, field"
Calcium,14,Dissolved
Chloride,1.41,"Filtered, field"
Chlorophyll a,5.67,Total
Chlorophyll a,3.49,
Conductivity,109,Total
Inorganic carbon,905,Dissolved
Iron,0,Dissolved
Magnesium,4.1,Dissolved
Manganese,0,Dissolved
Nitrate,2,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,985,Dissolved
pH,8.14,
Potassium,1.04,Dissolved
Silica_reactive,0.31,Total
Silicon,888,Suspended
Sodium,2.59,"Filtered, field"
Soluble Reactive Phosphorus (SRP),,"Filtered, field"
Sulfate,4.28,Dissolved
Total Nitrogen_mixed forms,435,Dissolved
Total Particulate Carbon,1000,Suspended
Total Particulate Nitrogen,112,Non-Filterable (Particle)
Total Particulate Phosphorus,,Non-Filterable (Particle)
Total Phosphorus_mixed forms,6,Dissolved
Total suspended solids,1,Non-Filterable (Particle)
Total suspended solids,7,Non-Filterable (Particle)
Alkalinity_total,850,Dissolved
Ammonia,11,"Filtered, field"
Calcium,13,Dissolved
Chloride,1.77,"Filtered, field"
Chlorophyll a,4.11,Total
Chlorophyll a,2.74,
Conductivity,,Total
Inorganic carbon,835,Dissolved
Iron,0,Dissolved
Magnesium,4.1,Dissolved
Manganese,0,Dissolved
Nitrate,1,"Filtered, field"
Nitrite,1,"Filtered, field"
Organic carbon,1310,Dissolved
pH,,
Potassium,1.24,Dissolved
Silica_reactive,0.04,Total
Silicon,300,Suspended
Sodium,3.07,"Filtered, field"
Soluble Reactive Phosphorus (SRP),,"Filtered, field"
Sulfate,5.78,Dissolved
Total Nitrogen_mixed forms,490,Dissolved
Total Particulate Carbon,730,Suspended
Total Particulate Nitrogen,99,Non-Filterable (Particle)
Total Particulate Phosphorus,,Non-Filterable (Particle)
Total Phosphorus_mixed forms,7,Dissolved
Total suspended solids,0,Non-Filterable (Particle)
Total suspended solids,5,Non-Filterable (Particle)
Alkalinity_total,1440,Dissolved
Ammonia,27,"Filtered, field"
Calcium,22.1,Dissolved
Chloride,5.38,"Filtered, field"
Chlorophyll a,2.55,Total
Chlorophyll a,2.01,
Conductivity,208,Total
Inorganic carbon,1400,Dissolved
Iron,0.19,Dissolved
Magnesium,8.5,Dissolved
Manganese,-0.01,Dissolved
Nitrate,94,"Filtered, field"
Nitrite,2,"Filtered, field"
Organic carbon,965,Dissolved
pH,8.18,
Potassium,2.36,Dissolved
Silica_reactive,1.02,Total
Silicon,873,Suspended
Sodium,7.75,"Filtered, field"
Soluble Reactive Phosphorus (SRP),26,"Filtered, field"
Sulfate,18.08,Dissolved
Total Nitrogen_mixed forms,580,Dissolved
Total Particulate Carbon,610,Suspended
Total Particulate Nitrogen,79,Non-Filterable (Particle)
Total Particulate Phosphorus,18,Non-Filterable (Particle)
Total Phosphorus_mixed forms,39,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,1290,Dissolved
Ammonia,27,"Filtered, field"
Calcium,20.2,Dissolved
Chloride,4.67,"Filtered, field"
Chlorophyll a,3.52,Total
Chlorophyll a,3.04,
Conductivity,192,Total
Inorganic carbon,1405,Dissolved
Iron,0.2,Dissolved
Magnesium,7.7,Dissolved
Manganese,-0.01,Dissolved
Nitrate,89,"Filtered, field"
Nitrite,2,"Filtered, field"
Organic carbon,910,Dissolved
pH,8.19,
Potassium,2.21,Dissolved
Silica_reactive,0.91,Total
Silicon,633,Suspended
Sodium,6.9,"Filtered, field"
Soluble Reactive Phosphorus (SRP),26,"Filtered, field"
Sulfate,16.73,Dissolved
Total Nitrogen_mixed forms,530,Dissolved
Total Particulate Carbon,680,Suspended
Total Particulate Nitrogen,97,Non-Filterable (Particle)
Total Particulate Phosphorus,19,Non-Filterable (Particle)
Total Phosphorus_mixed forms,38,Dissolved
Total suspended solids,,Non-Filterable (Particle)
Total suspended solids,,Non-Filterable (Particle)
Alkalinity_total,1340,Dissolved
Ammonia,9,"Filtered, field"
Calcium,20.6,Dissolved
Chloride,5.84,"Filtered, field"
Chlorophyll a,6.27,Total
Chlorophyll a,3.74,
Conductivity,,Total
Inorganic carbon,1330,Dissolved
Iron,0,Dissolved
Magnesium,7.9,Dissolved
Manganese,0,Dissolved
Nitrate,69,"Filtered, field"
Nitrite,4,"Filtered, field"
Organic carbon,840,Dissolved
pH,,
Potassium,2.39,Dissolved
Silica_reactive,0.18,Total
Silicon,733,Suspended
Sodium,7.6,"Filtered, field"
Soluble Reactive Phosphorus (SRP),16,"Filtered, field"
Sulfate,21.45,Dissolved
Total Nitrogen_mixed forms,540,Dissolved
Total Particulate Carbon,750,Suspended
Total Particulate Nitrogen,102,Non-Filterable (Particle)
Total Particulate Phosphorus,,Non-Filterable (Particle)
Total Phosphorus_mixed forms,27,Dissolved
Total suspended solids,3,Non-Filterable (Particle)
Total suspended solids,8,Non-Filterable (Particle)
Alkalinity_total,1930,Dissolved
Ammonia,9,"Filtered, field"
Calcium,30.5,Dissolved
Chloride,13.66,"Filtered, field"
Chlorophyll a,6.78,Total
Chlorophyll a,4.15,
Conductivity,,Total
Inorganic carbon,1925,Dissolved
Iron,0,Dissolved
Magnesium,13,Dissolved
Manganese,0,Dissolved
Nitrate,410,"Filtered, field"
Nitrite,10,"Filtered, field"
Organic carbon,645,Dissolved
pH,,
Potassium,4.2,Dissolved
Silica_reactive,0.17,Total
Silicon,896,Suspended
Sodium,14.6,"Filtered, field"
Soluble Reactive Phosphorus (SRP),61,"Filtered, field"
Sulfate,41.34,Dissolved
Total Nitrogen_mixed forms,865,Dissolved
Total Particulate Carbon,790,Suspended
Total Particulate Nitrogen,142,Non-Filterable (Particle)
Total Particulate Phosphorus,,Non-Filterable (Particle)
Total Phosphorus_mixed forms,74,Dissolved
Total suspended solids,11,Non-Filterable (Particle)
Total suspended solids,6,Non-Filterable (Particle)
Alkalinity_total,1760,Dissolved
Ammonia,9,"Filtered, field"
Calcium,28.1,Dissolved
Chloride,9.68,"Filtered, field"
Chlorophyll a,8.09,Total
Chlorophyll a,5.22,
Conductivity,291,Total
Inorganic carbon,1790,Dissolved
Iron,0,Dissolved
Magnesium,11.4,Dissolved
Manganese,0,Dissolved
Nitrate,220,"Filtered, field"
Nitrite,10,"Filtered, field"
Organic carbon,860,Dissolved
pH,8.32,
Potassium,3.6,Dissolved
Silica_reactive,0.15,Total
Silicon,876,Suspended
Sodium,12.1,"Filtered, field"
Soluble Reactive Phosphorus (SRP),42,"Filtered, field"
Sulfate,36.53,Dissolved
Total Nitrogen_mixed forms,690,Dissolved
Total Particulate Carbon,860,Suspended
Total Particulate Nitrogen,129,Non-Filterable (Particle)
Total Particulate Phosphorus,,Non-Filterable (Particle)
Total Phosphorus_mixed forms,53,Dissolved
Total suspended solids,4,Non-Filterable (Particle)
Total suspended solids,10,Non-Filterable (Particle)
Alkalinity_total,1440,Dissolved
Ammonia,9,"Filtered, field"
Calcium,23.4,Dissolved
Chloride,7.23,"Filtered, field"
Chlorophyll a,9.02,Total
Chlorophyll a,5.57,
Conductivity,235,Total
Inorganic carbon,1425,Dissolved
Iron,0,Dissolved
Magnesium,8.8,Dissolved
Manganese,0,Dissolved
Nitrate,360,"Filtered, field"
Nitrite,20,"Filtered, field"
Organic carbon,795,Dissolved
pH,8.27,
Potassium,3.4,Dissolved
Silica_reactive,0.37,Total
Silicon,600,Suspended
Sodium,8.9,"Filtered, field"
Soluble Reactive Phosphorus (SRP),37,"Filtered, field"
Sulfate,27.55,Dissolved
Total Nitrogen_mixed forms,850,Dissolved
Total Particulate Carbon,780,Suspended
Total Particulate Nitrogen,115,Non-Filterable (Particle)
Total Particulate Phosphorus,,Non-Filterable (Particle)
Total Phosphorus_mixed forms,49,Dissolved
Total suspended solids,7,Non-Filterable (Particle)
Total suspended solids,1,Non-Filterable (Particle)
Alkalinity_total,1480,Dissolved
Ammonia,,"Filtered, field"
Calcium,,Dissolved
Chloride,,"Filtered, field"
Chlorophyll a,4.14,Total
Chlorophyll a,2.95,
Conductivity,226,Total
Inorganic carbon,,Dissolved
Iron,0,Dissolved
Magnesium,,Dissolved
Manganese,0,Dissolved
Nitrate,,"Filtered, field"
Nitrite,,"Filtered, field"
Organic carbon,,Dissolved
pH,8.12,
Potassium,,Dissolved
Silica_reactive,0.9,Total
Silicon,,Suspended
Sodium,,"Filtered, field"
Soluble Reactive Phosphorus (SRP),,"Filtered, field"
Sulfate,,Dissolved
Total Nitrogen_mixed forms,,Dissolved
Total Particulate Carbon,,Suspended
Total Particulate Nitrogen,,Non-Filterable (Particle)
Total Particulate Phosphorus,23,Non-Filterable (Particle)
Total Phosphorus_mixed forms,,Dissolved
Total suspended solids,11,Non-Filterable (Particle)
Total suspended solids,8,Non-Filterable (Particle)
Alkalinity_total,1500,Dissolved
Ammonia,27,"Filtered, field"
Calcium,21.5,Dissolved
Chloride,7.08,"Filtered, field"
Chlorophyll a,78.14,Total
Chlorophyll a,68.5,
Conductivity,220,Total
Inorganic carbon,1425,Dissolved
Iron,0,Dissolved
Magnesium,8.6,Dissolved
Manganese,0,Dissolved
Nitrate,66,"Filtered, field"
Nitrite,4,"Filtered, field"
Organic carbon,815,Dissolved
pH,8.14,
Potassium,2.74,Dissolved
Silica_reactive,0.94,Total
Silicon,,Suspended
Sodium,8.5,"Filtered, field"
Soluble Reactive Phosphorus (SRP),5,"Filtered, field"
Sulfate,21.98,Dissolved
Total Nitrogen_mixed forms,560,Dissolved
Total Particulate Carbon,5180,Suspended
Total Particulate Nitrogen,1083,Non-Filterable (Particle)
Total Particulate Phosphorus,109,Non-Filterable (Particle)
Total Phosphorus_mixed forms,31,Dissolved
Total suspended solids,13,Non-Filterable (Particle)
Total suspended solids,21,Non-Filterable (Particle)
Alkalinity_total,1450,Dissolved
Ammonia,29,"Filtered, field"
Calcium,20.8,Dissolved
Chloride,5.94,"Filtered, field"
Chlorophyll a,22.65,Total
Chlorophyll a,21.14,
Conductivity,213,Total
Inorganic carbon,1425,Dissolved
Iron,0,Dissolved
Magnesium,8.5,Dissolved
Manganese,0,Dissolved
Nitrate,56,"Filtered, field"
Nitrite,12,"Filtered, field"
Organic carbon,795,Dissolved
pH,8.22,
Potassium,2.45,Dissolved
Silica_reactive,1,Total
Silicon,,Suspended
Sodium,8.4,"Filtered, field"
Soluble Reactive Phosphorus (SRP),23,"Filtered, field"
Sulfate,19.76,Dissolved
Total Nitrogen_mixed forms,520,Dissolved
Total Particulate Carbon,1810,Suspended
Total Particulate Nitrogen,346,Non-Filterable (Particle)
Total Particulate Phosphorus,47,Non-Filterable (Particle)
Total Phosphorus_mixed forms,32,Dissolved
Total suspended solids,8,Non-Filterable (Particle)
Total suspended solids,12,Non-Filterable (Particle)
Alkalinity_total,1410,Dissolved
Ammonia,27,"Filtered, field"
Calcium,21.1,Dissolved
Chloride,5.99,"Filtered, field"
Chlorophyll a,4.02,Total
Chlorophyll a,2.79,
Conductivity,212,Total
Inorganic carbon,1450,Dissolved
Iron,0,Dissolved
Magnesium,8.4,Dissolved
Manganese,0,Dissolved
Nitrate,69,"Filtered, field"
Nitrite,2,"Filtered, field"
Organic carbon,810,Dissolved
pH,8.2,
Potassium,2.41,Dissolved
Silica_reactive,1.08,Total
Silicon,,Suspended
Sodium,8.35,"Filtered, field"
Soluble Reactive Phosphorus (SRP),23,"Filtered, field"
